Date,authorName,tweetText
2019-02-10 00:52:15,SPXpoints,"AAPL needs to break 171. If can, 171, 174, 175, 177, 179, 183. #aapl #applestock Education only!"
2019-02-09 21:01:10,Fred Jones-West,Apple Sued Over Not Letting Customers Disable Two-Factor Authentication After Two Weeks https://t.co/KUgbvLGy9N #AAPL
2019-02-09 17:55:32,Fred Jones-West,"Apple Expands Availability of Refurbished 2018 MacBook Air, Mac Mini to U.S. and Canada https://t.co/wViuQ0DRfA #AAPL"
2019-02-09 17:32:33,HotHardware,Longer #iPhone Upgrade Cycle Is Now One Of #Apple’s Biggest #SelfInduced Problems https://t.co/4DjrQF25Wb via… https://t.co/45AaLQL8f9
2019-02-09 16:50:00,TradingView Español,#AAPL - AAPL  - TradingView - https://t.co/YQWuY67pnQ
2019-02-09 16:31:10,Precision Capital Investments Group,i know people love aapl  - #AAPL chart https://t.co/OyWPMgRjk0
2019-02-09 14:26:22,Chris Hong,"Why does Apple #AAPL repeatedly push ""you don’t have sufficient space to backup my iPad"" notifications and suggesti… https://t.co/bnPEsAqdap"
2019-02-09 11:35:49,Parth shanker Upadhyaya,"Forex Best profits signals.💥

For Free signals, join telegram- https://t.co/FrU2cwTmN3

#TSLA #USO #BTC… https://t.co/X3AoLPJ8uH"
2019-02-09 07:52:27,Stock Investor,"Should You Buy Apple Stock in February?

https://t.co/wuUfyuxXAN

#AAPL #Apple #NASDAQ #NYSE #DowJones… https://t.co/QLM0AIgbk9"
2019-02-09 07:10:55,TheExtraIncome,"On Wednesday, 30,  we have detected new Low/High Alert limit for #AAPL of $153 / $167. #TradingRange #StockPicks Fo… https://t.co/EAXQAoxM5u"
2019-02-09 02:58:02,CoinCaps.ai,"#apple’s #iphone #woes are #over, but are #aapl #shares really out of the #woods? 
#instacryptocurrency… https://t.co/c8YltEBtHy"
2019-02-09 02:15:07,SWIFT Unlock SWIFTUNLOCK.COM |#1 USA Direct Source,"Check February 08, 2019 at 09:15PM, Still Looking for #ALPHA ? Make $10 in BitCoin https://t.co/XIwmJpZSAB #roku… https://t.co/byAG6d8clx"
2019-02-09 01:09:00,Parichay Sidana,"Forex Best profits signals.

For Free signals, join telegram- https://t.co/zSPsEcn0uC

#USO #TSLA #AMZN #CRON #AAPL… https://t.co/vVz3TWqfTy"
2019-02-09 00:42:22,Griffin Mohsen,"Forex Best profits signals.💥

For more info, Join Telegram- https://t.co/57gJJ2acqI

#FB #AMZN #forex #forexsignals… https://t.co/JZtmZLd4Nw"
2019-02-09 00:28:01,FOREX Sara,"Forex Best profits signals.

Don't miss your chance, join telegram- https://t.co/kevv7iTLxh

#USO #AAPL #FB #forex… https://t.co/8tLCAtmhbs"
2019-02-09 00:08:20,Himani chopra,"Forex Best profits signals.🔥

For Free signals, join telegram- https://t.co/rydHCeCrJ0

#forexsignals #USO #TRX… https://t.co/utPnHV0pUJ"
2019-02-08 22:01:22,Apple Stock Bot,"Apple Inc price at close, 2019-02-08, is 170.41. #apple #AAPL"
2019-02-08 21:02:49,Tradelogsite,"#AAPL
Open: 168.99
Close: 170.21
Daily Range: 168.42 - 170.66
Earnings date: Apr 29, 2019 - May 3, 2019"
2019-02-08 20:15:31,Fred Jones-West,Apple Reportedly Advised Technicians to Push iPhone Upgrades to Customers With Out-of-Warranty Devices https://t.co/imwwqJECiD #AAPL
2019-02-08 19:43:45,ElliottWaves,All 78 instruments 1 hour charts are updated for members viewing https://t.co/x2kmaKA6Ui    #Indices #Stocks #ETF's… https://t.co/x2FJVcQ5PR
2019-02-08 19:42:13,ElliottWaves,Group 2 instruments  1 hour charts  are updated  for members viewing #ElliottWave #ES_F #NQ_F #TF_F #AAPL #PA_F… https://t.co/MYMCUxqoB6
2019-02-08 19:41:14,Alcuin Bramerton,#USA #media: #Amazon founder #JeffBezos claims he is the victim of #extortion &amp; #blackmail by #NationalEnquirer.… https://t.co/e1clKFwZ72
2019-02-08 19:10:13,Fred Jones-West,MacRumors Giveaway: Win a Jackery Portable Power Station Explorer 240 https://t.co/qRaxdBHTfi #AAPL
2019-02-08 18:55:19,Fred Jones-West,Deals Spotlight: AT&amp;T Discounting Apple's Silicone and Leather iPhone Cases to Just $5 https://t.co/lLMuaydJm1 #AAPL
2019-02-08 17:55:16,ElliottWaves,Group 3 #Stocks &amp; #ETF's   1 hour charts are updated  for members viewing #ElliottWave #BTC #AAPL #XOM #BAC #AMZN… https://t.co/KONCNh2AlW
2019-02-08 17:17:43,Fred Jones-West,Apple Begins Selling Refurbished 2018 MacBook Air and Mac Mini Starting in UK https://t.co/1LLVoKAEki #AAPL
2019-02-08 17:09:48,John Taylor,"RT @altcoingazette: USA Technologies (USAT) $3.40 -$3.49 (-50.65%) oversold @$3.37?
https://t.co/RLYK6Fifkw … … … … … … … … …
@altcoingazet…"
2019-02-08 17:06:56,John Taylor,"Dow Jones posed for a 50%-60% crash soon? Crash by Feb 19 2019? 
https://t.co/RLYK6Fifkw … … … … … … … … …… https://t.co/ABpaZhmMi5"
2019-02-08 16:06:04,Alcuin Bramerton,"#UK: Fourteen-year-old Molly Russell killed herself in 2017. Her father, Ian Russell, blamed the #algorithms used b… https://t.co/bBeP4ZH6I0"
2019-02-08 15:49:51,A. M.,Twitter #TWTR may test mid $25s before recovery. Looks like it's following #Apple #AAPL in the last few months.… https://t.co/XrSOV9vy1F
2019-02-08 15:44:16,Steve Carr,I said buy #aapl at $147.00 a share. Steve Magnificent on YouTube https://t.co/Z83rKIHDWc
2019-02-08 15:25:10,Mike Janes,"""@Apple Teams Up With @JNJNews to Help Prevent Strokes"" via @FoxBusiness @cyberguy @MikhailVarshav8 #AAPL… https://t.co/DmMhAGMMDk"
2019-02-08 14:49:34,HotHardware,#Apple Confirms Teen Who Discovered #GroupFaceTime Bug Will Get Paid A Bounty https://t.co/MMXbLz8deZ via @HotHardware #FaceTime #AAPL
2019-02-08 14:22:21,Modest Returns,"Opening up as an Inside day. Very little opportunity in the open. #patience 

#trading #DayTrading #options #stocks… https://t.co/lMbBUuyKAh"
2019-02-08 14:15:34,Fred Jones-West,"Apple Shares New Memoji Ads Featuring Ariana Grande, Khalid, and Florida Georgia Line https://t.co/LjyK5pD2B2 #AAPL"
2019-02-08 13:40:40,HotHardware,#Apple Confirms Teen Who Discovered Group #FaceTime #Bug Will Get Paid A #Bounty https://t.co/3KWpwH9l6Q via… https://t.co/LiUCWwLjxR
2019-02-08 13:37:53,Ron Giese,#RT #Giveaway #win #contest #ContestAlert #Apple #appleNews #appleEvent #AAPL #LetsGoOilers #McDavid #GoOilersGo… https://t.co/noc7gcyrNM
2019-02-08 13:37:34,Ron Giese,#RT #Giveaway #win #contest #ContestAlert #Apple #appleNews #appleEvent #AAPL #LetsGoOilers #McDavid #GoOilersGo… https://t.co/xuJDyp6CHL
2019-02-08 13:36:45,Ron Giese,#RT #Giveaway #win #contest #ContestAlert #Apple #appleNews #appleEvent #AAPL #FridayMotivation  iDrop News is givi… https://t.co/sjkTDKF3K4
2019-02-08 13:36:23,Ron Giese,#RT #Giveaway #win #contest #ContestAlert #Apple #appleNews #appleEvent #AAPL #FridayMotivation  iDrop News is givi… https://t.co/70nlF7KtaG
2019-02-08 13:35:21,Fred Jones-West,Texas Software Engineer Daven Morris Also Reported FaceTime Bug to Apple One Day Before it Made Headlines https://t.co/TIbx4phCwU #AAPL
2019-02-08 13:19:31,Young Simon,"Forex Best profits signals.💥

For Free crypto signals https://t.co/Lbb0FwJIdV

#BTT #fx #UNG #GLD #CRON #forex #OIL… https://t.co/ZKX4bWMp9R"
2019-02-08 13:06:20,Fred Jones-West,AT&amp;T Sued by Sprint for Misleading '5GE' Branding https://t.co/67KtDQ3j64 #AAPL
2019-02-08 12:50:49,Aashraya Yogi,"Forex Best profits signals.💥

For Free signals, join telegram- https://t.co/WySo0i6oGj

#BTC #OIL #UNG #fx #TSLA… https://t.co/EPLjbr5rta"
2019-02-08 12:25:07,Fred Jones-West,Google Researchers Say Hackers Exploited Two Zero-Day Vulnerabilities Patched in Apple's iOS 12.1.4 Update https://t.co/zQcYMPrWdI #AAPL
2019-02-08 12:23:56,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers #SOTU… https://t.co/7eycvhO4TY
2019-02-08 12:23:39,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #LetsGoOilers #SOTU… https://t.co/DR8d2ZLYrv
2019-02-08 12:23:22,Nancy Giese,#RT #Giveaway #win #contest #ContestAlert #Apple #appleNews #appleEvent #AAPL #LetsGoOilers #McDavid #GoOilersGo… https://t.co/SXRmSmm8Qo
2019-02-08 12:20:23,Parth shanker Upadhyaya,"Forex Best profits signals.💥

For more signals,join telegram- https://t.co/FrU2cwTmN3

#USO #GOOG #TSLA #CRON #OIL… https://t.co/3qoPCCxcZp"
2019-02-08 12:07:41,Riyadh Arman Karim,168!!!! MORE LOW #AAPL chart https://t.co/lcSrpj0fXI via https://t.co/XxRZdlrOaT
2019-02-08 11:43:59,Parichay Sidana,"Forex Best profits signals.💥

Free crypto telegram channel, join https://t.co/zSPsEcn0uC

#AAPL #BTT #fx #OIL #FB… https://t.co/1HRou8XA4l"
2019-02-08 11:20:05,Chris Will,"RT @coolchandra: Unless #BOEING  breaks parabolic move &amp; attempts to fill gap, I am sceptical about #spy #spx #es_f reversing.  #BA is the…"
2019-02-08 11:18:47,Modest Returns,"Unless #BOEING  breaks parabolic move &amp; attempts to fill gap, I am sceptical about #spy #spx #es_f reversing.  #BA… https://t.co/gUqyuyFso1"
2019-02-08 11:13:25,Griffin Mohsen,"Forex Best profits signals.

For more info, join telegram https://t.co/57gJJ2acqI

#AMZN #forex #UNG #USO #AAPL #FB… https://t.co/7fYo8txHUp"
2019-02-08 10:54:06,FOREX Sara,"Forex Best profits signals.🔥

For more info, join telegram https://t.co/kevv7iTLxh

#CRON #AAPL #TRX #BTC #UNG #FB… https://t.co/rIr3jya8LX"
2019-02-08 10:41:13,Himani chopra,"Forex Best profits signals.🔥

For more info, Join Telegram- https://t.co/rydHCeCrJ0

#forexsignals #TSLA #BTT #UNG… https://t.co/GkYLjoawsP"
2019-02-08 10:05:14,Fred Jones-West,Popular Weather App 'Dark Sky' Gains Dark Mode https://t.co/1MpPTw6ZLh #AAPL
2019-02-08 08:31:19,TradingCoachen,The Value Investor v.6 Rapportspecial. #Netflix #Apple #LVMH #AAPL #NFLX #MC #börsen #aktier #analys https://t.co/qX5ASdqZme
2019-02-08 04:46:03,StockRockandRoll.com™,"RT @TopMarketGainer: 🤑👌#QBIO | #QBioMed on High Alert! 💥🚀

#ge #amd #px #spy #qqq #aapl #eem #pcg #amrn #sqqq #mnga #bac #xlf #f #acb #chk…"
2019-02-08 04:29:30,CryptoCurrencyAlerts™,"RT @TopMarketGainer: 🤑👌#QBIO | #QBioMed on High Alert! 💥🚀

#ge #amd #px #spy #qqq #aapl #eem #pcg #amrn #sqqq #mnga #bac #xlf #f #acb #chk…"
2019-02-08 04:28:55,TopMarketGainers™,"🤑👌#QBIO | #QBioMed on High Alert! 💥🚀

#ge #amd #px #spy #qqq #aapl #eem #pcg #amrn #sqqq #mnga #bac #xlf #f #acb… https://t.co/hEEiv8Ews2"
2019-02-08 02:15:08,SWIFT Unlock SWIFTUNLOCK.COM |#1 USA Direct Source,"Check February 07, 2019 at 09:15PM, Still Looking for #ALPHA ? Make $10 in BitCoin https://t.co/XIwmJpZSAB #roku… https://t.co/pNHPbE3hMW"
2019-02-08 01:31:01,Fred Jones-West,Apple CEO Tim Cook to Deliver Commencement Speech to Tulane Graduates in May https://t.co/rOVsiZOgxr #AAPL
2019-02-08 01:21:13,bctrades,#es_f let’s see if 2680 holds tomorrow #spy #spx #aapl #ba #amzn https://t.co/BxNc7501k3
2019-02-07 23:55:33,ZeeInn,"@jedimarkus77 My replacement 7 is just 6 months old, dies like a 2003 Razr. (The first 7 just went blank screen, no power 🥴) #AAPL"
2019-02-07 23:19:52,StockRockandRoll.com™,"RT @TopMarketGainer: $QBIO back on high alert; shows +68pct Upside Potential!

View our INTERACTIVE CHART on TV: https://t.co/2yUSXCuMPv

#…"
2019-02-07 23:16:30,CryptoCurrencyAlerts™,"RT @TopMarketGainer: $QBIO back on high alert; shows +68pct Upside Potential!

View our INTERACTIVE CHART on TV: https://t.co/2yUSXCuMPv

#…"
2019-02-07 23:15:47,TopMarketGainers™,"$QBIO back on high alert; shows +68pct Upside Potential!

View our INTERACTIVE CHART on TV: https://t.co/2yUSXCuMPv… https://t.co/XQPl4K1jb0"
2019-02-07 22:18:36,AutochartistForTraders,"#Autochartist #AAPL #BigMovement #Bearish 
Apple Inc. experienced a 12.97% bullish movement in the last 13 days.… https://t.co/TXkzb5SVxg"
2019-02-07 22:15:28,Fred Jones-West,Apple Forces Developers to Remove Screen Recording Code From iOS Apps https://t.co/iL3dj7jlle #AAPL
2019-02-07 22:04:06,Apple Stock Bot,"Apple Inc price at close, 2019-02-07, is 170.94. #apple #AAPL"
2019-02-07 21:45:32,Fred Jones-West,Apple Hires Obstetrician for Health Team to Bolster Women's Health Efforts https://t.co/6xbaEm9fjg #AAPL
2019-02-07 21:35:20,Fred Jones-West,Netflix Launches 'Smart Downloads' for Streamlined Access to Offline Content https://t.co/dEYx7QPcfD #AAPL
2019-02-07 21:10:57,TheExtraIncome,"On Wednesday, 30,  we have detected new Low/High Alert limit for #AAPL of $153 / $167. #TradingRange #StockPicks Fo… https://t.co/hPhIJYt40a"
2019-02-07 20:42:29,Redbox Global,Not that #AAPL's stock seemed to mind https://t.co/3iwe9sVzNY
2019-02-07 20:26:25,MarketSwingPlayer,"... No disrespect, just tells me they're not ready for the millionaire or billionaire level yet, Nothing wrong with… https://t.co/EAR1OswYcA"
2019-02-07 20:24:19,MarketSwingPlayer,"Nice little setup, gave the traders a nice pretty candle to short... LOL #AAPL Then took out the rocket. How many g… https://t.co/sPHbfY9BBt"
2019-02-07 20:18:47,MarketSwingPlayer,#AAPL Nice $10 run in a week -The battle of the Trend Lines vs MM's vs Institutional Traders. MSP ALGO won again.🤣L… https://t.co/GyVjUmZvSG
2019-02-07 20:16:26,Fred Jones-West,"Apple Highlights Depth Control on iPhone XS, XS Max, and XR in New Video https://t.co/PxoHX8cFKZ #AAPL"
2019-02-07 20:12:45,j. Capital Management,"Daily Report Card - chased one the wrong way but was able to refocus and take a much better second trade. Practice,… https://t.co/lWmcuEBIRm"
2019-02-07 20:11:37,John Taylor,"Westrock Company (WRK) 37.79 -0.85 (-2.20%) looks way oversold?
https://t.co/QSbgNseLRR
@altcoingazette… https://t.co/o2ONJVRFKx"
2019-02-07 20:11:02,Fred Jones-West,"Apple's iOS 12.1.4 Update Also Fixes Live Photos Vulnerability, FaceTime Bug Reporter to Receive Bounty and Gift To… https://t.co/H1cnkfxRy9"
2019-02-07 19:50:27,Fred Jones-West,Future HomePod Could Feature 3D Hand Gestures and Face ID https://t.co/zGxR9TmDGn #AAPL
2019-02-07 19:44:30,Vizzini,". @Apple #AAPL Gives Deep State Access To Roger Stone's iCloud Account, After Refusing To Violate Privacy of San Be… https://t.co/6YtGt3iFtr"
2019-02-07 19:41:28,MarketBeat,Apple releases update to prevent FaceTime eavesdropping $AAPL #AAPL #Technology #Smartphones #Mobilephones https://t.co/43ETW3iqjx
2019-02-07 19:41:25,MarketBeat,Apple releases update to prevent FaceTime eavesdropping $AAPL #AAPL #Technology #Smartphones #Mobilephones https://t.co/fRLurF9fDj
2019-02-07 19:35:28,Fred Jones-West,Deals Spotlight: B&amp;H Photo Discounts 256GB 11-Inch Wi-Fi iPad Pro to $799 https://t.co/P1uoiz0ZDZ #AAPL
2019-02-07 19:34:56,Helen Raleigh,"RT @NationalCenter: ""Having the 'ideological #diversity' proposal on Apple shareholders’ ballots is a big win for Danhof, the FEP, and cons…"
2019-02-07 19:18:43,Matt C. P.,Apple Inc is doomed. $AAPL dropped by 1.8193%! Currently priced at 171.0701. https://t.co/HoqF250XDs #AAPL
2019-02-07 19:15:21,Mike Janes,#AAPL @Apple Services https://t.co/DobniRNsAk
2019-02-07 19:05:11,John Taylor,"Societe Generale Spo (SCGLY) 5.6000 -0.3750 (-6.28%) looks way oversold @ $5.60!
https://t.co/5k7S5y6jsp… https://t.co/4ypBYJxjIv"
2019-02-07 19:00:26,John Taylor,"Range Resources Corp (RRC) 9.62 -0.53 (-5.18%) looks way oversold @ $9.62!
 https://t.co/SYvhNbIloO
@altcoingazette… https://t.co/bVZ4L4yNho"
2019-02-07 18:56:02,Ryan Rapaport,Just in case you were wondering where #cannabis lies in the conscience of global millennials: Aurora Cannabis Inc.… https://t.co/wrkEUXvHV5
2019-02-07 18:54:55,John Taylor,"CNX Resources Corp (CNX) $10.03 -0.54 (-5.16%) looks way oversold @$10.03!
https://t.co/ldEco3Ug1u
@altcoingazette… https://t.co/zVjKn468Zh"
2019-02-07 18:51:28,John Taylor,"Antero Resources Corp (AR) 8.83 -0.49 (-5.26%) looks way oversold @$8.83!
https://t.co/z0ITiEGg1j
@altcoingazette… https://t.co/lgyhxe3AuI"
2019-02-07 18:49:34,PeeKnuckle,"RT @NationalCenter: ""It’s about time conservatives catch on, push back, and let our voice be heard. Danhof and the FEP just showed us how,""…"
2019-02-07 18:47:25,Project 21,"RT @NationalCenter: ""It’s about time conservatives catch on, push back, and let our voice be heard. Danhof and the FEP just showed us how,""…"
2019-02-07 18:47:17,Project 21,"RT @NationalCenter: ""Having the 'ideological #diversity' proposal on Apple shareholders’ ballots is a big win for Danhof, the FEP, and cons…"
2019-02-07 18:47:00,National Center,"""It’s about time conservatives catch on, push back, and let our voice be heard. Danhof and the FEP just showed us h… https://t.co/on3BR0ren8"
2019-02-07 18:46:33,John Taylor,"Crescent Pt Energy (CPG) 2.58 -0.13 (-4.98%) looks way oversold?
https://t.co/RLYK6Fifkw … … … … … … … … …… https://t.co/mXLw5ny2zK"
2019-02-07 18:45:49,National Center,"""Having the 'ideological #diversity' proposal on Apple shareholders’ ballots is a big win for Danhof, the FEP, and… https://t.co/RYNqoyCQ5c"
2019-02-07 18:25:05,Fred Jones-West,Apple's Group FaceTime Servers Back Online Following iOS 12.1.4 Launch https://t.co/QOJ0cnXQtz #AAPL
2019-02-07 18:10:37,Fred Jones-West,Apple Releases Updated Version of macOS Mojave 10.14.3 With Group FaceTime Bug Fix https://t.co/rrshdahFio #AAPL
2019-02-07 18:10:36,Fred Jones-West,iOS 12.1.4 Now Available With Group FaceTime Bug Fix https://t.co/6qaMmKidCZ #AAPL
2019-02-07 17:58:19,FJ,Almost everyone in the world that can afford an #iPhone already has one!  In case of a globally slowing economy...… https://t.co/EQr7B1uiHT
2019-02-07 17:40:35,Jon Loftis,@technosucks $ is all that matters. #aapl
2019-02-07 17:21:20,Fred Jones-West,Apple Fixing FaceTime Eavesdropping Bug in iOS 12.1.4 Update Coming Today https://t.co/AVtlvsjnG4 #AAPL
2019-02-07 16:58:55,Sean Hyman,How These Four Stocks Could Cause Your Stocks To Sell-Off Too! https://t.co/ZadZl22RCv via @https://twitter.com/Sea… https://t.co/fA5BZs0pGv
2019-02-07 16:42:38,THE JÜPITER-NETZMEDIEN,RT @HotHardware: #Apple Shifts In-House #Modem Dev Team To Big Leagues As It Preps #5G Push For #iPhones https://t.co/9dHAH4Vzws via @HotHa…
2019-02-07 16:40:18,HotHardware,#Apple Shifts In-House #Modem Dev Team To Big Leagues As It Preps #5G Push For #iPhones https://t.co/9dHAH4Vzws via… https://t.co/YHb8NQ7F06
2019-02-07 16:30:52,John Taylor,"RT @altcoingazette: Dow Jones Rally Back to stall? 1930 next big leg down? 
https://t.co/RLYK6Fifkw … … … … … … …
@altcoingazette  
https:/…"
2019-02-07 16:30:15,John Taylor,"RT @altcoingazette: Dow Jones posed for a 50%-60% crash soon? Crash by Feb 19 2019? 
https://t.co/RLYK6Fifkw … … … … … … … …
@altcoingazett…"
2019-02-07 16:05:04,Official AAPL,"Interested in being a part of our Communication Team? Our next conference call is Thursday, February 21st at 11:00… https://t.co/FnuukOGGhT"
2019-02-07 16:04:56,DIYElectricHydrofoil,"$aapl at resistance, if it tops and rolls over next 2 weeks bear market could start in broad market #aapl #apple"
2019-02-07 15:58:58,Nigam Arora,"IF YOU OWN APPLE, AMAZON, FACEBOOK OR #AMD, LOOK OUT BELOW $#AAPL $#AMZN $#FB… https://t.co/DTUBv0CuM4 #stockmarket"
2019-02-07 15:46:26,Curtis D,Played very small today #AAPL https://t.co/MjyLALm7dM
2019-02-07 15:39:08,John Taylor,"USA Technologies (USAT) $3.40 -$3.49 (-50.65%) oversold @$3.37?
https://t.co/RLYK6Fifkw … … … … … … … … …… https://t.co/btaAxgLQzr"
2019-02-07 14:50:39,Fred Jones-West,"Toyota Expanding CarPlay to 2020 Tacoma, Tundra, Sequoia, and 4Runner as VW Debuts Wireless CarPlay in Europe https://t.co/7lBfV8jnpa #AAPL"
2019-02-07 14:29:23,Jason Brooks,"Market promising a deeper move into the red today, +#Dow -122, #NASDAQ -44. Lots of earns in , #TWTR topped on a st… https://t.co/lLNSlnoVtE"
2019-02-07 14:14:08,A. M.,"Google needs twitter but so does Apple. Long on Twitter, if you're reading this tweet you know it's usefulness and… https://t.co/8QTS09f55O"
2019-02-07 14:02:11,Warsnop,"FOREX update -

President Trumph addresses State of the Union! High volatility expected for USD and also for AUD… https://t.co/6paPRfBdav"
2019-02-07 13:41:58,umesh,"$AAPL: looking pullback to buy.........
#investing #trading #daytrading #stockmarket #Elliottwave #elliottwave… https://t.co/T5u7iWWwVb"
2019-02-07 13:30:59,Fred Jones-West,Apple Reportedly Shifts to In-House Modem Engineering Led by Johny Srouji https://t.co/DGjjG7eduX #AAPL
2019-02-07 13:30:16,Ron Giese,#RT #sotu #Pelosi #Nancy #Giveaway #win #contest #ContestAlert #Apple #appleNews #appleEvent #AAPL #LetsGoOilers… https://t.co/ND3omPJ9Q0
2019-02-07 13:29:48,Ron Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL #YearofThePig iDrop News… https://t.co/1pWYE234z9
2019-02-07 13:27:34,Sahab Yazdan,"more than 21% up in almost a month;now there's potentials for a decline looms like in red line level @ $185?
#aapl… https://t.co/Uq0FthaTDN"
2019-02-07 13:10:07,Fred Jones-West,Apple Pay Valentine's Day Promo Offers $15 Off at 1-800-Flowers https://t.co/mQe9VZA15Z #AAPL
2019-02-07 13:06:21,Average Apple Guy  (Clinton Fitch),Apple Reclaims Title of Most Valuable Pubic Company - For Now #Apple #AAPL #MarketCap #FInacials… https://t.co/o12By3qORH
2019-02-07 12:24:57,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL iDrop News is giving away… https://t.co/dOXlm3Pa2i
2019-02-07 12:24:39,Nancy Giese,#RT #ContestAlert #giveaway #contest #sweeps #win #AI #apple #appleNews #AppleEvent #AAPL iDrop News is giving away… https://t.co/R7c3kVt7Gz
2019-02-07 10:25:24,Fred Jones-West,Skype Gains Background Blurring Feature https://t.co/i3bccEnPYM #AAPL
2019-02-07 09:52:01,MarketSwingPlayer,🌎 $AAPL  MSP Market Watchlist &amp; alerts Update.  1st signal long After  Hour drop near $145 on 1/4/18 MSP ALGO repor… https://t.co/CQqTmYUpU5
2019-02-07 09:48:05,7rider,"Fortunately, Mountain View doesn't have a big tech company like Cupertino that causes major traffic jams due to inb… https://t.co/PRG5DNX5Cn"
2019-02-07 08:03:21,FOREX Sara,"Forex Best profits signals.💥

For Free signals, join telegram- https://t.co/kevv7iTLxh

#BTC #CRON #forexsignals… https://t.co/TliLUQ5SiK"
2019-02-07 07:55:39,Griffin Mohsen,"Forex Best profits signals.💥

For free signals, join telegram https://t.co/57gJJ2acqI

#USO #forex #TRX #fx #FB… https://t.co/TKFfFXnddy"
2019-02-07 07:53:50,Himani chopra,"Forex Best profits signals.🔥

For 10x gains, join Telegram- https://t.co/rydHCeCrJ0

#AMZN #forex #BTT #OIL #UNG… https://t.co/8jm79jVkMp"
2019-02-07 07:17:15,Aashraya Yogi,"Forex Best profits signals.💥

For free signals, join telegram https://t.co/WySo0i6oGj

#BTT #BTC #forexsignals… https://t.co/YnUrLtj2gi"
2019-02-07 07:14:03,Parth shanker Upadhyaya,"Forex Best profits signals.🔥

For Free crypto signals https://t.co/FrU2cwTmN3

#forexsignals #UNG #BTT #AMZN #GLD… https://t.co/sHBDZC5OC4"
